policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements
HIGHEST_SNR,260934,30.281325004558614,0.9903943443813801,29.934423218933077,53,2,0,0,96
SHORTEST_PULSE,260934,30.33548789277158,0.7042191697727072,24.5120601948225,53,2,0,0,96
METROLOGY_CONDITIONED_EIG,260934,33.1066498510495,1.0859285873544524,25.574650020537423,52,3,0,0,96
NO_PASSIVE,260935,234.80313154128265,1.96469757168655,445.27923823147125,0,0,0,0,30
RANDOM,260935,101.2004080144853,1.6044889830638576,135.0643753772687,25,0,0,0,30
HIGHEST_SNR,260935,101.2004080144853,1.6044889830638576,135.0643753772687,25,0,0,0,30
SHORTEST_PULSE,260935,25.436555675084296,1.1810981586161466,42.09351919344941,25,0,0,0,30
METROLOGY_CONDITIONED_EIG,260935,25.225658531855437,1.2140820158458276,42.09859957599748,25,0,0,0,30
NO_PASSIVE,260936,150.63853717570905,3.6598866944549906,445.27923823147125,0,0,0,0,15
RANDOM,260936,11.155994074042097,0.3521405434049167,24.673055534882803,14,0,0,0,15
HIGHEST_SNR,260936,11.155994074042097,0.3521405434049167,24.673055534882803,14,0,0,0,15
SHORTEST_PULSE,260936,11.155994074042097,0.3521405434049167,24.673055534882803,14,0,0,0,15
METROLOGY_CONDITIONED_EIG,260936,11.155994074042097,0.3521405434049167,24.673055534882803,14,0,0,0,15
NO_PASSIVE,260937,274.47874449156376,1.756378110642062,445.27923823147125,0,0,0,0,103
RANDOM,260937,15.69293961389112,0.642254168920843,29.02300390580938,53,0,0,0,103
HIGHEST_SNR,260937,27.096938720575178,0.5664717981632295,33.301100527867135,53,0,0,0,103
SHORTEST_PULSE,260937,16.955464591825354,0.0991520949642699,27.906150844905323,53,0,0,0,103
METROLOGY_CONDITIONED_EIG,260937,26.032522657829166,0.38154651898639064,26.49406838394451,53,0,0,0,103
NO_PASSIVE,260938,498.4531177218929,2.31074950716231,445.27923823147125,0,0,0,0,51
RANDOM,260938,35.86767538223572,2.3742473049929407,36.13893075694495,36,1,0,0,51
HIGHEST_SNR,260938,32.11930280745907,2.0775599783537926,102.57163841890173,36,1,0,0,51
SHORTEST_PULSE,260938,57.5162314121002,2.6778557205321287,28.532415279410593,36,1,0,0,51
METROLOGY_CONDITIONED_EIG,260938,49.74624385902303,2.511728476052747,28.4765457911642,36,1,0,0,51
NO_PASSIVE,260939,697.7232893123206,1.1639002146971373,445.27923823147125,0,0,0,0,62
RANDOM,260939,23.1397866508414,0.5789071115291928,31.089391836685547,45,1,0,0,62
HIGHEST_SNR,260939,19.792017357106893,0.6744424879491724,28.90109641316356,45,1,0,0,62
SHORTEST_PULSE,260939,13.293655142117712,0.5860512773524479,28.401627923447734,45,1,0,0,62
METROLOGY_CONDITIONED_EIG,260939,26.885663545618215,0.820180293851807,29.338315622327887,45,1,0,0,62
NO_PASSIVE,260940,560.7545306353746,1.362362845927064,445.27923823147125,0,0,0,0,101
RANDOM,260940,25.50229901524823,1.2444139633259055,38.669920859400634,48,0,0,0,101
HIGHEST_SNR,260940,53.19199541301707,1.4080608214071866,52.46865694481627,48,0,0,0,101
SHORTEST_PULSE,260940,27.50959135447777,0.5869787817196559,25.983788933360376,48,0,0,0,101
METROLOGY_CONDITIONED_EIG,260940,9.404093646946135,0.2097931313119981,28.131592453259433,48,0,0,0,101
NO_PASSIVE,260941,476.06045862198084,1.8092921378291351,445.27923823147125,0,0,0,0,135
RANDOM,260941,11.48800159045491,0.15011557975032092,15.815283758178172,56,1,0,0,135
HIGHEST_SNR,260941,13.828048060417752,0.3315470541075997,16.485825439640227,57,0,0,0,135
SHORTEST_PULSE,260941,21.475949588561832,0.177897812483267,15.205337625400855,57,0,0,0,135
METROLOGY_CONDITIONED_EIG,260941,13.93339417993967,0.2771349468829068,14.497358923917945,57,0,0,0,135
NO_PASSIVE,260942,254.44892703889622,1.7308277926382254,445.27923823147125,0,0,0,0,83
RANDOM,260942,70.00699917123805,1.119225705889163,49.15037783836335,39,1,0,0,83
HIGHEST_SNR,260942,81.32158481934475,1.2036810955142465,54.32950779576522,40,0,0,0,83
SHORTEST_PULSE,260942,7.258886792812289,0.5243677373883896,39.07368165371413,39,1,0,0,83
METROLOGY_CONDITIONED_EIG,260942,24.169269727262513,0.4167275849979565,30.889431578201897,39,1,0,0,83
NO_PASSIVE,260943,508.241583981985,1.7650426277456919,445.27923823147125,0,0,0,0,151
RANDOM,260943,34.97523101518376,1.3428090666882453,24.400942789904192,60,0,0,0,151
HIGHEST_SNR,260943,22.294177688910054,0.48103922284185135,31.22803938140143,59,1,0,0,151
SHORTEST_PULSE,260943,5.6203928782460135,0.38325053808655096,20.85661011880262,59,1,0,0,151
METROLOGY_CONDITIONED_EIG,260943,8.321397197460534,0.5191434940744071,20.71296903202862,60,0,0,0,151
NO_PASSIVE,260944,360.3661434200827,0.9352742090643631,445.27923823147125,0,0,0,0,48
RANDOM,260944,14.5128648730703,0.48292677341730816,36.301740146508855,40,0,0,0,48
HIGHEST_SNR,260944,43.894895546278285,0.5362798248469243,35.11318622985374,40,0,0,0,48
SHORTEST_PULSE,260944,19.143791046309612,0.49712978185710954,36.46968981880451,40,0,0,0,48
METROLOGY_CONDITIONED_EIG,260944,43.85500115055443,1.1437929859091045,34.83673279192285,40,0,0,0,48
NO_PASSIVE,260945,279.58169605335394,2.740732527613092,445.27923823147125,0,0,0,0,92
RANDOM,260945,7.2336872146986195,0.13258205778064155,19.27094990902774,55,0,0,0,92
HIGHEST_SNR,260945,6.067936107162339,0.0859330002755054,27.323740184705844,55,0,0,0,92
SHORTEST_PULSE,260945,11.542559492681534,0.14380912858399145,17.001670322070915,55,0,0,0,92
METROLOGY_CONDITIONED_EIG,260945,11.652368733735146,0.144711772103764,17.00465000791778,55,0,0,0,92
NO_PASSIVE,260946,365.36951858284885,0.5653691868858798,445.27923823147125,0,0,0,0,12
RANDOM,260946,9.08623301618408,0.9704232444243511,73.14317905421014,12,0,0,0,12
HIGHEST_SNR,260946,9.08623301618408,0.9704232444243511,73.14317905421014,12,0,0,0,12
SHORTEST_PULSE,260946,9.08623301618408,0.9704232444243511,73.14317905421014,12,0,0,0,12
METROLOGY_CONDITIONED_EIG,260946,9.08623301618408,0.9704232444243511,73.14317905421014,12,0,0,0,12
NO_PASSIVE,260947,161.96876163505706,1.0709940473184103,445.27923823147125,0,0,0,0,61
RANDOM,260947,35.50086451923821,1.077133248382241,30.519088728457195,40,0,0,0,61
HIGHEST_SNR,260947,29.7372149584962,2.084750733706275,76.23353361888952,40,0,0,0,61
SHORTEST_PULSE,260947,15.046981323610101,0.791005908278217,23.392624505888026,40,0,0,0,61
METROLOGY_CONDITIONED_EIG,260947,13.711321572323582,0.7137618086175883,23.478176254071176,40,0,0,0,61
NO_PASSIVE,260948,357.4854965243629,1.4182397725860945,445.27923823147125,0,0,0,0,78
RANDOM,260948,3.2899331686839726,0.3995933075961678,19.692671160026535,53,0,0,0,78
HIGHEST_SNR,260948,16.061171294342827,0.7072101029837319,19.035857019286112,52,1,0,0,78
SHORTEST_PULSE,260948,9.532970248623855,0.6704948819502828,19.388027817912718,52,1,0,0,78
METROLOGY_CONDITIONED_EIG,260948,14.42968698970982,0.7091776776821102,18.85993888558353,52,1,0,0,78
NO_PASSIVE,260949,559.2300557119178,2.143028686804079,445.27923823147125,0,0,0,0,109
RANDOM,260949,10.582170831307087,0.18692334242141756,24.363858680880195,56,0,0,0,109
HIGHEST_SNR,260949,7.455396243439919,0.19895547146296774,27.096417853935176,55,1,0,0,109
SHORTEST_PULSE,260949,8.104952272198023,0.8474828534608506,23.65457336182733,55,1,0,0,109
METROLOGY_CONDITIONED_EIG,260949,12.469169623594128,0.5725967815747659,23.797224758241672,55,1,0,0,109
NO_PASSIVE,260950,566.9818231837635,1.2885692363667884,445.27923823147125,0,0,0,0,27
RANDOM,260950,17.388360067776006,1.2220906564471345,41.88332780209834,21,0,0,0,27
HIGHEST_SNR,260950,18.52144038649327,1.458081419743318,41.911462719607606,21,0,0,0,27
SHORTEST_PULSE,260950,18.52144038649327,1.458081419743318,41.911462719607606,21,0,0,0,27
METROLOGY_CONDITIONED_EIG,260950,21.647183085914723,1.5995993765011816,42.052646302816385,21,0,0,0,27
NO_PASSIVE,260951,328.80113047778667,0.7395385796602696,445.27923823147125,0,0,0,0,29
RANDOM,260951,10.852738281241768,1.5771871891038722,36.42021665830567,26,1,0,0,29
HIGHEST_SNR,260951,14.984315253668173,1.664305295075267,35.09761118810962,26,1,0,0,29
SHORTEST_PULSE,260951,11.801940591852555,0.2691466848664399,36.34680372309348,27,0,0,0,29
METROLOGY_CONDITIONED_EIG,260951,14.984315253668173,1.664305295075267,35.09761118810962,26,1,0,0,29
NO_PASSIVE,260952,288.1366692228333,1.528225336955231,445.27923823147125,0,0,0,0,131
RANDOM,260952,15.70243392271628,0.6030200152484302,19.944608407534137,58,0,0,0,131
HIGHEST_SNR,260952,52.61613886959207,1.486568494091083,34.47155048404022,58,0,0,0,131
SHORTEST_PULSE,260952,2.6521921020058365,0.2475330094571949,15.805457162152111,58,0,0,0,131
METROLOGY_CONDITIONED_EIG,260952,4.679757545294989,0.17554015780551316,15.851494168792941,58,0,0,0,131
NO_PASSIVE,260953,461.75030711307767,3.2726087831153845,445.27923823147125,0,0,0,0,25
RANDOM,260953,26.689124471178342,1.1814918356189255,38.612973036793534,24,0,0,0,25
HIGHEST_SNR,260953,32.761004368364915,0.7298916320481661,38.82984120315889,24,0,0,0,25
SHORTEST_PULSE,260953,26.689124471178342,1.1814918356189255,38.612973036793534,24,0,0,0,25
METROLOGY_CONDITIONED_EIG,260953,26.689124471178342,1.1814918356189255,38.612973036793534,24,0,0,0,25
NO_PASSIVE,260954,199.79448072689732,1.670446474354253,445.27923823147125,0,0,0,0,36
RANDOM,260954,21.040178205778542,0.6621238690017984,35.65378029098724,23,1,0,0,36
HIGHEST_SNR,260954,9.660779112524962,1.010494236582918,32.457893911998376,24,0,0,0,36
SHORTEST_PULSE,260954,24.15658107211831,0.5700097554974387,22.931832015086897,24,0,0,0,36
METROLOGY_CONDITIONED_EIG,260954,24.527284827475732,0.3974876494716834,22.929380774883917,24,0,0,0,36
NO_PASSIVE,260955,326.33774300682916,3.0367681816392653,445.27923823147125,0,0,0,0,23
RANDOM,260955,43.83607383282066,1.193740203884633,41.233810382032345,19,0,0,0,23
HIGHEST_SNR,260955,53.84159476473604,1.3199452354152617,44.88151912544029,19,0,0,0,23
SHORTEST_PULSE,260955,46.63563385137097,0.8490763937606486,41.221723708864154,19,0,0,0,23
